DSN Contacts
Spacecraft = MMS2
Attitude = Ideal Mission Attitude
StartTime = 2021-051/03:45:00 UTC  (MMS TAI: 1624592669)
StopTime = 2021-268/11:55:00 UTC  (MMS TAI: 1624592669)
Project = System Manager Contact Analysis
Source = FDGSS OPS
FileCreationDate = Feb 17 2021 12:33:09.342 UTC
Stations = Goldstone (DS24, DS26), Canberra (DS34, DS36), Madrid (DS54, DS56, DS65)

Contact Event            Entry Epoch (UTC)        Exit Epoch (UTC)         Duration (min)           Data Rate                AOS Constraint           LOS Constraint           
DS26 --> MMS2_2          2021-251/00:42:22        2021-251/09:23:26        521.06667                1.25 Mbps                ForwardDataRate          FieldOfView              
DS26 --> MMS2_2          2021-251/00:42:22        2021-251/01:35:04        52.70000                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS24 --> MMS2_2          2021-251/00:42:22        2021-251/09:23:26        521.06667                1.25 Mbps                ForwardDataRate          FieldOfView              
DS24 --> MMS2_2          2021-251/00:42:22        2021-251/01:35:02        52.66667                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS26 --> MMS2_2          2021-251/01:45:08        2021-251/08:26:36        401.46667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_2          2021-251/01:45:08        2021-251/08:26:36        401.46667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-251/05:43:39        2021-251/16:59:59        676.33333                1.25 Mbps                FieldOfView              FieldOfView              
DS36 --> MMS2_2          2021-251/06:12:36        2021-251/16:46:33        633.95000                1.25 Mbps                Mask                     Mask                     
DS34 --> MMS2_2          2021-251/06:32:09        2021-251/10:03:01        210.86667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_2          2021-251/06:32:09        2021-251/10:03:01        210.86667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-251/11:02:42        2021-251/16:59:59        357.28333                2.50 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_2          2021-251/11:02:39        2021-251/16:46:33        343.90000                2.50 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_2          2021-251/17:34:24        2021-252/00:44:45        430.35000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS54 --> MMS2_2          2021-251/17:34:24        2021-251/23:25:21        350.95000                2.50 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_2          2021-251/17:35:01        2021-252/00:44:45        429.73333                1.25 Mbps                Mask                     ReturnDataRate           
DS56 --> MMS2_2          2021-251/17:35:01        2021-251/23:25:21        350.33333                2.50 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_2          2021-251/17:39:30        2021-252/00:44:45        425.25000                1.25 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_2          2021-251/17:39:30        2021-251/23:25:21        345.85000                2.50 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_1          2021-251/19:49:47        2021-252/02:14:31        384.73333                1.25 Mbps                ReturnDataRate           FieldOfView              
DS56 --> MMS2_1          2021-251/19:49:47        2021-252/02:13:53        384.10000                1.25 Mbps                ReturnDataRate           Mask                     
DS65 --> MMS2_1          2021-251/19:49:47        2021-252/01:41:20        351.55000                1.25 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_1          2021-251/22:37:22        2021-252/01:45:40        188.30000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_1          2021-251/22:37:23        2021-252/01:45:39        188.26667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-251/22:37:22        2021-252/01:41:20        183.96667                2.50 Mbps                ReturnDataRate           Mask                     
DS26 --> MMS2_1          2021-252/01:29:39        2021-252/10:08:32        518.88333                1.25 Mbps                FieldOfView              FieldOfView              
DS24 --> MMS2_1          2021-252/01:29:40        2021-252/10:08:32        518.86667                1.25 Mbps                FieldOfView              FieldOfView              
DS26 --> MMS2_1          2021-252/01:36:42        2021-252/10:04:41        507.98333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-252/01:36:43        2021-252/10:04:41        507.96667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-252/01:55:05        2021-252/02:09:31        14.43333                 1.25 Mbps                Mask                     Mask                     
DS34 --> MMS2_1          2021-252/06:27:54        2021-252/18:39:07        731.21667                1.25 Mbps                FieldOfView              FieldOfView              
DS34 --> MMS2_1          2021-252/06:40:24        2021-252/18:01:50        681.43333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-252/06:53:10        2021-252/18:23:30        690.33333                1.25 Mbps                Mask                     Mask                     
DS36 --> MMS2_1          2021-252/06:53:10        2021-252/18:01:50        668.66667                2.50 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_1          2021-252/20:06:43        2021-252/22:12:44        126.01667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_1          2021-252/20:06:43        2021-252/22:12:45        126.03333                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-252/20:06:43        2021-252/22:12:44        126.01667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_1          2021-253/05:50:16        2021-253/10:34:32        284.26667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS24 --> MMS2_1          2021-253/05:50:16        2021-253/10:34:31        284.25000                1.25 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_1          2021-253/08:51:34        2021-253/18:21:35        570.01667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-253/08:51:34        2021-253/18:21:34        570.00000                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-253/11:37:18        2021-253/14:58:31        201.21667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-253/11:37:18        2021-253/14:58:30        201.20000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_1          2021-253/22:16:42        2021-253/23:36:42        80.00000                 1.25 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_1          2021-253/22:18:03        2021-253/23:36:43        78.66667                 1.25 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_1          2021-253/22:27:50        2021-253/23:36:42        68.86667                 1.25 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_1          2021-254/01:32:54        2021-254/01:55:45        22.85000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_1          2021-254/01:32:54        2021-254/01:55:45        22.85000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-254/01:32:55        2021-254/01:55:45        22.83333                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_1          2021-254/10:40:28        2021-254/11:20:25        39.95000                 1.25 Mbps                ForwardDataRate          ForwardDataRate          
DS54 --> MMS2_1          2021-254/10:40:28        2021-254/11:20:25        39.95000                 2.50 Mbps                ForwardDataRate          ForwardDataRate          
DS56 --> MMS2_1          2021-254/10:40:28        2021-254/11:20:25        39.95000                 1.25 Mbps                ForwardDataRate          ForwardDataRate          
DS56 --> MMS2_1          2021-254/10:40:28        2021-254/11:20:25        39.95000                 2.50 Mbps                ForwardDataRate          ForwardDataRate          
DS65 --> MMS2_1          2021-254/10:44:44        2021-254/11:20:25        35.68333                 1.25 Mbps                Mask                     ForwardDataRate          
DS65 --> MMS2_1          2021-254/10:44:44        2021-254/11:20:25        35.68333                 2.50 Mbps                Mask                     ForwardDataRate          
DS54 --> MMS2_2          2021-254/11:09:51        2021-254/11:56:56        47.08333                 1.25 Mbps                ForwardDataRate          ForwardDataRate          
DS54 --> MMS2_2          2021-254/11:09:51        2021-254/11:56:56        47.08333                 2.50 Mbps                ForwardDataRate          ForwardDataRate          
DS56 --> MMS2_2          2021-254/11:09:51        2021-254/11:56:56        47.08333                 1.25 Mbps                ForwardDataRate          ForwardDataRate          
DS56 --> MMS2_2          2021-254/11:09:51        2021-254/11:56:56        47.08333                 2.50 Mbps                ForwardDataRate          ForwardDataRate          
DS65 --> MMS2_2          2021-254/11:09:51        2021-254/11:56:57        47.10000                 1.25 Mbps                ForwardDataRate          ReturnDataRate           
DS65 --> MMS2_2          2021-254/11:09:51        2021-254/11:56:57        47.10000                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS54 --> MMS2_2          2021-254/12:21:42        2021-254/13:24:51        63.15000                 1.25 Mbps                ForwardDataRate          ReturnDataRate           
DS54 --> MMS2_2          2021-254/12:21:42        2021-254/13:18:54        57.20000                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS56 --> MMS2_2          2021-254/12:21:42        2021-254/13:24:51        63.15000                 1.25 Mbps                ForwardDataRate          ReturnDataRate           
DS56 --> MMS2_2          2021-254/12:21:42        2021-254/13:18:54        57.20000                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS65 --> MMS2_2          2021-254/12:21:42        2021-254/13:24:51        63.15000                 1.25 Mbps                ForwardDataRate          ReturnDataRate           
DS65 --> MMS2_2          2021-254/12:21:42        2021-254/13:18:54        57.20000                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS54 --> MMS2_2          2021-254/13:31:15        2021-255/01:42:16        731.01667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS54 --> MMS2_2          2021-254/13:32:56        2021-255/01:42:16        729.33333                2.50 Mbps                ReturnDataRate           FieldOfView              
DS56 --> MMS2_2          2021-254/13:31:15        2021-255/01:24:40        713.41667                1.25 Mbps                ReturnDataRate           Mask                     
DS56 --> MMS2_2          2021-254/13:32:56        2021-255/01:24:40        711.73333                2.50 Mbps                ReturnDataRate           Mask                     
DS65 --> MMS2_2          2021-254/13:31:15        2021-255/01:37:35        726.33333                1.25 Mbps                ReturnDataRate           Mask                     
DS65 --> MMS2_2          2021-254/13:32:56        2021-255/01:37:35        724.65000                2.50 Mbps                ReturnDataRate           Mask                     
DS26 --> MMS2_2          2021-255/00:04:20        2021-255/09:38:20        574.00000                1.25 Mbps                FieldOfView              FieldOfView              
DS26 --> MMS2_2          2021-255/00:04:20        2021-255/09:38:20        574.00000                2.50 Mbps                FieldOfView              FieldOfView              
DS24 --> MMS2_2          2021-255/00:04:20        2021-255/09:38:20        574.00000                1.25 Mbps                FieldOfView              FieldOfView              
DS24 --> MMS2_2          2021-255/00:04:20        2021-255/09:38:20        574.00000                2.50 Mbps                FieldOfView              FieldOfView              
DS34 --> MMS2_2          2021-255/05:55:21        2021-255/17:10:19        674.96667                1.25 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_2          2021-255/05:55:21        2021-255/16:10:06        614.75000                2.50 Mbps                FieldOfView              ReturnDataRate           
DS36 --> MMS2_2          2021-255/06:20:36        2021-255/17:10:19        649.71667                1.25 Mbps                Mask                     ReturnDataRate           
DS36 --> MMS2_2          2021-255/06:20:36        2021-255/16:10:06        589.50000                2.50 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_1          2021-255/12:21:06        2021-255/13:45:38        84.53333                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-255/12:21:05        2021-255/13:45:36        84.51667                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-255/14:05:24        2021-255/17:41:36        216.20000                1.25 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_1          2021-255/14:05:22        2021-255/17:28:26        203.06667                1.25 Mbps                ReturnDataRate           Mask                     
DS34 --> MMS2_1          2021-255/15:57:07        2021-255/17:06:29        69.36667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-255/15:57:05        2021-255/17:06:30        69.41667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_1          2021-255/18:19:31        2021-256/02:09:27        469.93333                1.25 Mbps                FieldOfView              FieldOfView              
DS54 --> MMS2_1          2021-255/18:19:31        2021-256/01:20:48        421.28333                2.50 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_1          2021-255/18:20:11        2021-256/02:08:47        468.60000                1.25 Mbps                Mask                     Mask                     
DS56 --> MMS2_1          2021-255/18:20:11        2021-256/01:20:47        420.60000                2.50 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_1          2021-255/18:24:54        2021-256/01:33:12        428.30000                1.25 Mbps                Mask                     Mask                     
DS65 --> MMS2_1          2021-255/18:24:54        2021-256/01:20:47        415.88333                2.50 Mbps                Mask                     ReturnDataRate           
DS26 --> MMS2_1          2021-256/02:02:25        2021-256/09:15:55        433.50000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_1          2021-256/02:02:27        2021-256/09:15:55        433.46667                1.25 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_1          2021-256/02:26:43        2021-256/05:57:28        210.75000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-256/02:26:43        2021-256/05:57:27        210.73333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-256/06:30:09        2021-256/17:05:48        635.65000                1.25 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_1          2021-256/06:49:39        2021-256/09:30:35        160.93333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-256/06:55:59        2021-256/17:05:47        609.80000                1.25 Mbps                Mask                     ReturnDataRate           
DS36 --> MMS2_1          2021-256/06:55:59        2021-256/09:30:34        154.58333                2.50 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_1          2021-256/20:10:16        2021-257/00:34:35        264.31667                1.25 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_1          2021-256/20:11:07        2021-257/00:34:35        263.46667                1.25 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_1          2021-256/20:17:09        2021-257/00:34:35        257.43333                1.25 Mbps                Mask                     ReturnDataRate           
DS26 --> MMS2_1          2021-257/05:07:31        2021-257/10:43:25        335.90000                1.25 Mbps                ReturnDataRate           FieldOfView              
DS24 --> MMS2_1          2021-257/05:07:31        2021-257/10:43:24        335.88333                1.25 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_1          2021-257/07:54:39        2021-257/14:12:34        377.91667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-257/07:58:36        2021-257/14:12:32        373.93333                1.25 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_1          2021-257/11:15:53        2021-257/13:47:28        151.58333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-257/11:15:53        2021-257/13:47:27        151.56667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-257/15:13:18        2021-257/16:11:42        58.40000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-257/15:13:17        2021-257/16:11:41        58.40000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-257/15:38:20        2021-257/15:58:58        20.63333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-257/15:38:19        2021-257/15:58:58        20.65000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-257/17:34:44        2021-257/18:32:22        57.63333                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-257/17:34:43        2021-257/18:32:22        57.65000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-257/17:54:58        2021-257/18:23:25        28.45000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-257/17:54:57        2021-257/18:23:24        28.45000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-257/18:54:04        2021-257/22:58:20        244.26667                1.25 Mbps                ReturnDataRate           ForwardDataRate          
DS36 --> MMS2_1          2021-257/18:54:03        2021-257/22:58:20        244.28333                1.25 Mbps                ReturnDataRate           ForwardDataRate          
DS34 --> MMS2_1          2021-257/19:02:41        2021-257/19:48:19        45.63333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-257/19:02:39        2021-257/19:48:18        45.65000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-257/20:40:08        2021-257/22:56:41        136.55000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-257/20:40:07        2021-257/22:56:41        136.56667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-257/22:44:25        2021-257/23:12:18        27.88333                 1.25 Mbps                ForwardDataRate          FieldOfView              
DS36 --> MMS2_2          2021-257/22:44:25        2021-257/23:10:08        25.71667                 1.25 Mbps                ForwardDataRate          Mask                     
DS34 --> MMS2_2          2021-257/22:46:33        2021-257/23:12:18        25.75000                 2.50 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_2          2021-257/22:46:33        2021-257/23:10:08        23.58333                 2.50 Mbps                ReturnDataRate           Mask                     
DS26 --> MMS2_1          2021-257/23:24:06        2021-257/23:30:36        6.50000                  1.25 Mbps                FieldOfView              ForwardDataRate          
DS26 --> MMS2_1          2021-257/23:24:06        2021-257/23:27:57        3.85000                  2.50 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_1          2021-257/23:24:06        2021-257/23:30:36        6.50000                  1.25 Mbps                FieldOfView              ForwardDataRate          
DS24 --> MMS2_1          2021-257/23:24:06        2021-257/23:27:57        3.85000                  2.50 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_2          2021-257/23:24:06        2021-258/00:06:57        42.85000                 1.25 Mbps                FieldOfView              ForwardDataRate          
DS26 --> MMS2_2          2021-257/23:24:06        2021-258/00:06:57        42.85000                 2.50 Mbps                FieldOfView              ForwardDataRate          
DS24 --> MMS2_2          2021-257/23:24:06        2021-258/00:06:57        42.85000                 1.25 Mbps                FieldOfView              ForwardDataRate          
DS24 --> MMS2_2          2021-257/23:24:06        2021-258/00:06:57        42.85000                 2.50 Mbps                FieldOfView              ForwardDataRate          
DS26 --> MMS2_2          2021-258/00:51:54        2021-258/08:51:02        479.13333                1.25 Mbps                ForwardDataRate          FieldOfView              
DS26 --> MMS2_2          2021-258/00:51:54        2021-258/01:46:51        54.95000                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS24 --> MMS2_2          2021-258/00:51:53        2021-258/08:51:03        479.16667                1.25 Mbps                ForwardDataRate          FieldOfView              
DS24 --> MMS2_2          2021-258/00:51:53        2021-258/01:46:51        54.96667                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS26 --> MMS2_2          2021-258/01:56:46        2021-258/08:11:31        374.75000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_2          2021-258/01:56:46        2021-258/08:11:31        374.75000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_2          2021-258/05:12:09        2021-258/16:27:45        675.60000                1.25 Mbps                Mask                     FieldOfView              
DS34 --> MMS2_2          2021-258/05:12:09        2021-258/10:18:30        306.35000                2.50 Mbps                Mask                     ReturnDataRate           
DS36 --> MMS2_2          2021-258/05:39:43        2021-258/16:14:14        634.51667                1.25 Mbps                Mask                     Mask                     
DS36 --> MMS2_2          2021-258/05:39:43        2021-258/10:18:30        278.78333                2.50 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_2          2021-258/11:12:04        2021-258/16:27:45        315.68333                2.50 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_2          2021-258/11:12:03        2021-258/16:14:14        302.18333                2.50 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_2          2021-258/17:02:31        2021-259/00:40:56        458.41667                1.25 Mbps                FieldOfView              ReturnDataRate           
DS54 --> MMS2_2          2021-258/17:02:31        2021-258/23:27:57        385.43333                2.50 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_2          2021-258/17:03:09        2021-259/00:40:56        457.78333                1.25 Mbps                Mask                     ReturnDataRate           
DS56 --> MMS2_2          2021-258/17:03:09        2021-258/23:27:58        384.81667                2.50 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_2          2021-258/17:07:37        2021-259/00:40:55        453.30000                1.25 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_2          2021-258/17:07:37        2021-258/23:27:57        380.33333                2.50 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_1          2021-258/19:47:11        2021-259/01:45:19        358.13333                1.25 Mbps                ReturnDataRate           FieldOfView              
DS56 --> MMS2_1          2021-258/19:47:11        2021-259/01:44:41        357.50000                1.25 Mbps                ReturnDataRate           Mask                     
DS65 --> MMS2_1          2021-258/19:47:11        2021-259/01:12:11        325.00000                1.25 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_1          2021-258/22:41:46        2021-259/01:17:30        155.73333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_1          2021-258/22:41:46        2021-259/01:17:30        155.73333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-258/22:41:46        2021-259/01:12:11        150.41667                2.50 Mbps                ReturnDataRate           Mask                     
DS26 --> MMS2_1          2021-259/00:59:11        2021-259/09:39:27        520.26667                1.25 Mbps                FieldOfView              FieldOfView              
DS24 --> MMS2_1          2021-259/00:59:12        2021-259/09:39:27        520.25000                1.25 Mbps                FieldOfView              FieldOfView              
DS26 --> MMS2_1          2021-259/01:07:11        2021-259/09:36:47        509.60000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-259/01:07:11        2021-259/09:36:47        509.60000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-259/01:24:13        2021-259/01:40:20        16.11667                 1.25 Mbps                Mask                     Mask                     
DS34 --> MMS2_1          2021-259/05:58:43        2021-259/18:09:18        730.58333                1.25 Mbps                FieldOfView              FieldOfView              
DS34 --> MMS2_1          2021-259/06:14:16        2021-259/17:33:13        678.95000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-259/06:23:58        2021-259/17:53:44        689.76667                1.25 Mbps                Mask                     Mask                     
DS36 --> MMS2_1          2021-259/06:23:58        2021-259/17:33:13        669.25000                2.50 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_1          2021-259/19:48:28        2021-259/22:15:56        147.46667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_1          2021-259/19:48:28        2021-259/22:15:56        147.46667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-259/19:48:28        2021-259/22:15:56        147.46667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS26 --> MMS2_1          2021-260/05:54:12        2021-260/10:04:51        250.65000                1.25 Mbps                ReturnDataRate           FieldOfView              
DS24 --> MMS2_1          2021-260/05:54:12        2021-260/10:04:50        250.63333                1.25 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_1          2021-260/08:44:47        2021-260/18:31:07        586.33333                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-260/08:44:46        2021-260/18:31:07        586.35000                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-260/11:48:16        2021-260/15:20:31        212.25000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-260/11:48:15        2021-260/15:20:29        212.23333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_1          2021-260/21:37:16        2021-261/00:03:36        146.33333                1.25 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_1          2021-260/21:38:32        2021-261/00:03:36        145.06667                1.25 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_1          2021-260/21:47:45        2021-261/00:03:36        135.85000                1.25 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_1          2021-260/22:13:12        2021-260/22:54:31        41.31667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS56 --> MMS2_1          2021-260/22:13:12        2021-260/22:54:31        41.31667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS65 --> MMS2_1          2021-260/22:13:12        2021-260/22:54:31        41.31667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_1          2021-261/02:09:48        2021-261/02:19:27        9.65000                  1.25 Mbps                ReturnDataRate           FieldOfView              
DS56 --> MMS2_1          2021-261/02:09:48        2021-261/02:18:05        8.28333                  1.25 Mbps                ReturnDataRate           Mask                     
DS54 --> MMS2_1          2021-261/11:12:24        2021-261/11:44:58        32.56667                 1.25 Mbps                FieldOfView              ForwardDataRate          
DS54 --> MMS2_1          2021-261/11:12:24        2021-261/11:44:58        32.56667                 2.50 Mbps                FieldOfView              ForwardDataRate          
DS56 --> MMS2_1          2021-261/11:12:30        2021-261/11:44:58        32.46667                 1.25 Mbps                Mask                     ForwardDataRate          
DS56 --> MMS2_1          2021-261/11:12:30        2021-261/11:44:58        32.46667                 2.50 Mbps                Mask                     ForwardDataRate          
DS65 --> MMS2_1          2021-261/11:13:09        2021-261/11:44:58        31.81667                 1.25 Mbps                Mask                     ForwardDataRate          
DS65 --> MMS2_1          2021-261/11:13:09        2021-261/11:44:58        31.81667                 2.50 Mbps                Mask                     ForwardDataRate          
DS54 --> MMS2_2          2021-261/11:34:35        2021-261/12:14:53        40.30000                 1.25 Mbps                ForwardDataRate          ReturnDataRate           
DS54 --> MMS2_2          2021-261/11:34:35        2021-261/12:14:53        40.30000                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS56 --> MMS2_2          2021-261/11:34:35        2021-261/12:14:53        40.30000                 1.25 Mbps                ForwardDataRate          ReturnDataRate           
DS56 --> MMS2_2          2021-261/11:34:35        2021-261/12:14:53        40.30000                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS65 --> MMS2_2          2021-261/11:34:35        2021-261/12:14:53        40.30000                 1.25 Mbps                ForwardDataRate          ReturnDataRate           
DS65 --> MMS2_2          2021-261/11:34:35        2021-261/12:14:53        40.30000                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS54 --> MMS2_2          2021-261/12:51:23        2021-262/01:13:43        742.33333                1.25 Mbps                ForwardDataRate          FieldOfView              
DS54 --> MMS2_2          2021-261/12:51:23        2021-261/13:44:09        52.76667                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS56 --> MMS2_2          2021-261/12:51:23        2021-262/00:56:08        724.75000                1.25 Mbps                ForwardDataRate          Mask                     
DS56 --> MMS2_2          2021-261/12:51:23        2021-261/13:44:09        52.76667                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS65 --> MMS2_2          2021-261/12:51:23        2021-262/01:09:01        737.63333                1.25 Mbps                ForwardDataRate          Mask                     
DS65 --> MMS2_2          2021-261/12:51:23        2021-261/13:44:09        52.76667                 2.50 Mbps                ForwardDataRate          ReturnDataRate           
DS54 --> MMS2_2          2021-261/13:54:27        2021-262/01:13:43        679.26667                2.50 Mbps                ReturnDataRate           FieldOfView              
DS56 --> MMS2_2          2021-261/13:54:27        2021-262/00:56:08        661.68333                2.50 Mbps                ReturnDataRate           Mask                     
DS65 --> MMS2_2          2021-261/13:54:27        2021-262/01:09:01        674.56667                2.50 Mbps                ReturnDataRate           Mask                     
